student_id,province,district,school_name,period,attendance_rate,gpa,income_per_month,dropout_risk_flag,disability_flag,remote_area_flag,program_coverage_flag
STU-00087,Tak,Mae Sot,Border Learning Center,2026-06,65.7,1.85,3221,0,0,1,0
STU-00087,Tak,Mae Sot,Border Learning Center,2026-07,80.0,2.48,7440,0,0,1,0
STU-00087,Tak,Mae Sot,Border Learning Center,2026-08,81.3,2.45,10736,0,0,1,0
STU-00088,Tak,Tha Song Yang,Northern Border School,2026-03,57.5,1.4,2373,1,0,1,0
STU-00088,Tak,Tha Song Yang,Northern Border School,2026-04,74.5,2.47,3485,1,0,1,0
STU-00088,Tak,Tha Song Yang,Northern Border School,2026-05,93.0,2.89,25747,1,0,1,0
STU-00088,Tak,Tha Song Yang,Northern Border School,2026-06,88.3,3.62,19873,1,0,1,0
STU-00088,Tak,Tha Song Yang,Northern Border School,2026-07,74.7,2.59,7869,1,0,1,0
STU-00088,Tak,Tha Song Yang,Northern Border School,2026-08,70.4,2.56,6115,1,0,1,0
STU-00089,Tak,Tha Song Yang,Salween Care School,2026-03,93.0,3.58,17224,0,0,0,0
STU-00089,Tak,Tha Song Yang,Salween Care School,2026-04,76.2,2.1,10237,0,0,1,0
STU-00089,Tak,Tha Song Yang,Salween Care School,2026-05,93.1,3.15,18294,0,0,1,1
STU-00089,Tak,Tha Song Yang,Salween Care School,2026-06,85.8,2.61,10747,0,0,0,1
STU-00089,Tak,Tha Song Yang,Salween Care School,2026-07,71.7,1.66,5213,1,0,0,1
STU-00089,Tak,Tha Song Yang,Salween Care School,2026-08,90.5,3.7,19226,0,0,1,0
STU-00090,Tak,Umphang,Umphang Highland Academy,2026-03,51.6,1.12,2142,0,1,1,0
STU-00090,Tak,Umphang,Umphang Highland Academy,2026-04,68.5,1.94,3985,0,0,0,1
STU-00090,Tak,Umphang,Umphang Highland Academy,2026-05,83.9,2.09,6454,0,0,0,1
STU-00090,Tak,Umphang,Umphang Highland Academy,2026-06,96.2,3.22,16896,0,0,0,0
STU-00090,Tak,Umphang,Umphang Highland Academy,2026-07,94.0,3.27,27969,0,0,0,0
STU-00090,Tak,Umphang,Umphang Highland Academy,2026-08,74.7,2.33,9858,0,0,1,0
STU-00091,Tak,Tha Song Yang,Salween Care School,2026-03,77.6,2.37,8022,0,0,1,0
STU-00091,Tak,Tha Song Yang,Salween Care School,2026-04,76.0,2.2,10253,0,0,1,0
STU-00091,Tak,Tha Song Yang,Salween Care School,2026-05,68.6,1.87,4074,0,0,1,1
STU-00091,Tak,Tha Song Yang,Salween Care School,2026-06,77.6,2.73,5519,0,0,1,1
STU-00091,Tak,Tha Song Yang,Salween Care School,2026-07,62.9,1.62,3023,0,0,1,0
STU-00091,Tak,Tha Song Yang,Salween Care School,2026-08,68.9,1.7,3343,0,0,1,0
STU-00092,Mae Hong Son,Sop Moei,Sop Moei Access School,2026-03,79.3,2.16,7610,0,0,1,0
STU-00092,Mae Hong Son,Sop Moei,Sop Moei Access School,2026-04,82.5,2.18,4034,0,0,1,0
STU-00092,Mae Hong Son,Sop Moei,Sop Moei Access School,2026-05,82.3,2.5,7101,0,0,1,1
STU-00092,Mae Hong Son,Sop Moei,Sop Moei Access School,2026-06,95.9,3.15,20591,0,0,0,0
STU-00092,Mae Hong Son,Sop Moei,Sop Moei Access School,2026-07,90.7,3.67,23636,0,0,1,0
STU-00092,Mae Hong Son,Sop Moei,Sop Moei Access School,2026-08,79.5,2.28,7292,0,0,0,0
STU-00093,Mae Hong Son,Sop Moei,Ridge Learning Center,2026-03,91.7,3.22,22036,0,0,1,0
STU-00093,Mae Hong Son,Sop Moei,Ridge Learning Center,2026-04,94.3,3.14,15455,0,0,1,0
STU-00093,Mae Hong Son,Sop Moei,Ridge Learning Center,2026-05,90.5,3.0,19437,0,0,1,0
STU-00093,Mae Hong Son,Sop Moei,Ridge Learning Center,2026-06,83.0,2.73,8539,0,0,1,0
STU-00093,Mae Hong Son,Sop Moei,Ridge Learning Center,2026-07,76.1,2.32,3539,0,0,1,0
STU-00093,Mae Hong Son,Sop Moei,Ridge Learning Center,2026-08,80.0,2.12,6907,0,0,1,1
STU-00094,Mae Hong Son,Pai,Highland Opportunity School,2026-03,80.8,2.52,9973,0,0,1,1
STU-00094,Mae Hong Son,Pai,Highland Opportunity School,2026-04,78.6,2.36,9260,0,0,1,0
STU-00094,Mae Hong Son,Pai,Highland Opportunity School,2026-05,71.0,1.78,3758,0,0,1,0
STU-00094,Mae Hong Son,Pai,Highland Opportunity School,2026-06,82.4,2.38,4727,0,0,1,0
STU-00094,Mae Hong Son,Pai,Highland Opportunity School,2026-07,92.4,2.97,25224,0,0,1,0
STU-00094,Mae Hong Son,Pai,Highland Opportunity School,2026-08,76.7,2.61,4652,0,0,1,0
STU-00095,Mae Hong Son,Pai,Highland Opportunity School,2026-03,70.6,2.06,3994,0,0,1,1
STU-00095,Mae Hong Son,Pai,Highland Opportunity School,2026-04,77.4,2.06,4882,0,0,1,1
STU-00095,Mae Hong Son,Pai,Highland Opportunity School,2026-05,71.3,2.28,7721,0,0,1,0
STU-00095,Mae Hong Son,Pai,Highland Opportunity School,2026-06,75.0,2.66,9216,0,0,1,1
STU-00095,Mae Hong Son,Pai,Highland Opportunity School,2026-07,76.8,2.35,8586,0,0,1,0
STU-00095,Mae Hong Son,Pai,Highland Opportunity School,2026-08,68.1,1.74,2341,0,0,1,0
STU-00096,Mae Hong Son,Pai,Highland Opportunity School,2026-03,62.2,1.53,3877,0,0,0,0
STU-00096,Mae Hong Son,Pai,Highland Opportunity School,2026-04,72.8,2.32,3683,0,0,1,0
STU-00096,Mae Hong Son,Pai,Highland Opportunity School,2026-05,98.4,3.23,27920,0,0,0,0
STU-00096,Mae Hong Son,Pai,Highland Opportunity School,2026-06,71.6,2.45,6191,0,0,1,0
STU-00096,Mae Hong Son,Pai,Highland Opportunity School,2026-07,94.8,3.2,12258,0,0,0,1
STU-00096,Mae Hong Son,Pai,Highland Opportunity School,2026-08,84.0,2.73,4503,0,0,0,1
STU-00097,Mae Hong Son,Mae Sariang,Mountain Bridge School,2026-03,83.2,2.37,5737,0,0,1,1
STU-00097,Mae Hong Son,Mae Sariang,Mountain Bridge School,2026-04,93.2,2.94,23901,0,0,0,0
STU-00097,Mae Hong Son,Mae Sariang,Mountain Bridge School,2026-05,74.4,2.63,9361,0,0,1,0
STU-00097,Mae Hong Son,Mae Sariang,Mountain Bridge School,2026-06,77.7,2.52,7692,0,0,0,0
STU-00097,Mae Hong Son,Mae Sariang,Mountain Bridge School,2026-07,69.3,1.65,4183,1,0,1,0
STU-00097,Mae Hong Son,Mae Sariang,Mountain Bridge School,2026-08,84.6,2.19,4350,0,0,1,1
STU-00098,Mae Hong Son,Mae Sariang,Mae Sariang Care School,2026-03,89.9,3.25,25007,0,0,1,0
STU-00098,Mae Hong Son,Mae Sariang,Mae Sariang Care School,2026-04,96.2,3.46,21128,0,0,1,0
STU-00098,Mae Hong Son,Mae Sariang,Mae Sariang Care School,2026-05,81.5,2.44,5010,0,0,1,1
STU-00098,Mae Hong Son,Mae Sariang,Mae Sariang Care School,2026-06,89.5,3.0,18152,0,0,1,0
STU-00098,Mae Hong Son,Mae Sariang,Mae Sariang Care School,2026-07,82.8,2.15,8724,0,0,1,1
STU-00098,Mae Hong Son,Mae Sariang,Mae Sariang Care School,2026-08,88.6,3.51,19079,0,0,1,0
STU-00099,Mae Hong Son,Pai,Highland Opportunity School,2026-03,79.5,2.11,7639,0,0,0,0
STU-00099,Mae Hong Son,Pai,Highland Opportunity School,2026-04,65.1,1.53,3099,1,0,1,0
STU-00099,Mae Hong Son,Pai,Highland Opportunity School,2026-05,85.1,2.49,4332,0,0,0,0
STU-00099,Mae Hong Son,Pai,Highland Opportunity School,2026-06,79.3,2.29,10640,0,0,0,0
STU-00099,Mae Hong Son,Pai,Highland Opportunity School,2026-07,80.3,2.46,8993,0,0,1,0
STU-00099,Mae Hong Son,Pai,Highland Opportunity School,2026-08,53.6,1.01,2750,0,0,0,0
STU-00100,Mae Hong Son,Pai,Pai Valley School,2026-03,76.0,2.15,4889,0,0,1,0
STU-00100,Mae Hong Son,Pai,Pai Valley School,2026-04,61.5,1.55,5044,0,0,1,0
STU-00100,Mae Hong Son,Pai,Pai Valley School,2026-05,63.5,1.45,5361,0,0,1,0
STU-00100,Mae Hong Son,Pai,Pai Valley School,2026-06,75.7,2.08,9379,0,0,1,1
STU-00100,Mae Hong Son,Pai,Pai Valley School,2026-07,80.0,2.54,7110,0,0,1,0
STU-00100,Mae Hong Son,Pai,Pai Valley School,2026-08,70.1,1.94,5796,0,0,1,0
STU-00101,Narathiwat,Sungai Kolok,Border Care School,2026-03,66.5,1.8,5627,1,0,0,0
STU-00101,Narathiwat,Sungai Kolok,Border Care School,2026-04,85.6,2.26,6269,0,0,0,1
STU-00101,Narathiwat,Sungai Kolok,Border Care School,2026-05,45.0,1.21,1635,0,0,0,1
STU-00101,Narathiwat,Sungai Kolok,Border Care School,2026-06,95.3,3.1,27806,0,0,0,1
STU-00101,Narathiwat,Sungai Kolok,Border Care School,2026-07,81.9,2.54,10024,0,0,0,1
STU-00101,Narathiwat,Sungai Kolok,Border Care School,2026-08,77.0,2.21,10592,0,0,1,0
STU-00102,Narathiwat,Sungai Kolok,Border Care School,2026-03,76.6,2.28,8372,0,0,0,1
STU-00102,Narathiwat,Sungai Kolok,Border Care School,2026-04,98.1,3.54,16467,0,0,0,1
STU-00102,Narathiwat,Sungai Kolok,Border Care School,2026-05,85.9,2.52,7139,0,0,0,0
STU-00102,Narathiwat,Sungai Kolok,Border Care School,2026-06,65.7,2.14,5988,0,0,0,0
STU-00102,Narathiwat,Sungai Kolok,Border Care School,2026-07,76.8,2.1,7930,0,0,0,0
STU-00102,Narathiwat,Sungai Kolok,Border Care School,2026-08,92.7,2.89,19163,0,0,0,0
STU-00103,Narathiwat,Sungai Kolok,Kolok Bridge Academy,2026-03,80.0,2.07,9487,0,0,0,1
STU-00103,Narathiwat,Sungai Kolok,Kolok Bridge Academy,2026-04,68.4,1.57,4915,0,0,0,0
STU-00103,Narathiwat,Sungai Kolok,Kolok Bridge Academy,2026-05,82.7,2.16,6872,0,0,0,1
STU-00103,Narathiwat,Sungai Kolok,Kolok Bridge Academy,2026-06,66.6,2.11,3593,1,0,0,0
STU-00103,Narathiwat,Sungai Kolok,Kolok Bridge Academy,2026-07,77.1,2.54,5022,0,0,0,1
STU-00103,Narathiwat,Sungai Kolok,Kolok Bridge Academy,2026-08,98.6,3.73,21044,0,0,0,1
STU-00104,Narathiwat,Sungai Kolok,Border Care School,2026-03,89.9,3.28,18945,1,0,1,1
STU-00104,Narathiwat,Sungai Kolok,Border Care School,2026-04,70.6,2.06,8344,1,0,1,0
STU-00104,Narathiwat,Sungai Kolok,Border Care School,2026-05,77.4,2.03,4903,1,0,1,0
STU-00104,Narathiwat,Sungai Kolok,Border Care School,2026-06,88.4,2.74,9784,1,0,1,0
STU-00104,Narathiwat,Sungai Kolok,Border Care School,2026-07,75.4,2.19,8651,1,0,1,1
STU-00104,Narathiwat,Sungai Kolok,Border Care School,2026-08,91.3,3.25,10309,1,0,1,0
STU-00105,Narathiwat,Tak Bai,Narathiwat Care School,2026-03,80.5,2.65,9968,1,0,0,1
STU-00105,Narathiwat,Tak Bai,Narathiwat Care School,2026-04,89.2,3.58,24915,1,0,0,0
STU-00105,Narathiwat,Tak Bai,Narathiwat Care School,2026-05,92.9,3.51,26729,1,0,0,0
STU-00105,Narathiwat,Tak Bai,Narathiwat Care School,2026-06,78.3,2.27,11238,1,0,0,1
STU-00105,Narathiwat,Tak Bai,Narathiwat Care School,2026-07,68.5,1.91,2777,1,0,1,1
STU-00105,Narathiwat,Tak Bai,Narathiwat Care School,2026-08,72.0,1.88,5617,1,0,0,0
STU-00106,Narathiwat,Rueso,Southern Access Academy,2026-03,79.1,2.11,4345,0,0,0,1
STU-00106,Narathiwat,Rueso,Southern Access Academy,2026-04,91.4,3.01,20833,0,0,0,0
STU-00106,Narathiwat,Rueso,Southern Access Academy,2026-05,83.7,2.56,5942,0,0,0,1
STU-00106,Narathiwat,Rueso,Southern Access Academy,2026-06,93.7,3.26,24161,0,0,0,1
STU-00106,Narathiwat,Rueso,Southern Access Academy,2026-07,77.9,2.26,6032,0,0,0,1
STU-00106,Narathiwat,Rueso,Southern Access Academy,2026-08,80.4,2.76,11321,0,0,0,1
STU-00107,Narathiwat,Sungai Kolok,Border Care School,2026-03,90.6,3.16,23301,1,0,0,0
STU-00107,Narathiwat,Sungai Kolok,Border Care School,2026-04,88.9,2.99,27345,1,0,0,1
STU-00107,Narathiwat,Sungai Kolok,Border Care School,2026-05,94.8,3.05,15068,1,0,0,0
STU-00107,Narathiwat,Sungai Kolok,Border Care School,2026-06,91.7,3.49,22375,1,0,0,1
STU-00107,Narathiwat,Sungai Kolok,Border Care School,2026-07,79.7,2.21,9439,1,0,0,0
STU-00107,Narathiwat,Sungai Kolok,Border Care School,2026-08,62.7,1.56,3756,1,0,0,1
STU-00108,Narathiwat,Tak Bai,Narathiwat Care School,2026-03,87.9,3.51,14420,1,0,0,0
STU-00108,Narathiwat,Tak Bai,Narathiwat Care School,2026-04,79.2,2.15,10608,1,0,0,1
STU-00108,Narathiwat,Tak Bai,Narathiwat Care School,2026-05,90.4,3.6,22084,1,0,0,0
STU-00108,Narathiwat,Tak Bai,Narathiwat Care School,2026-06,73.9,2.0,4525,1,0,0,0
STU-00108,Narathiwat,Tak Bai,Narathiwat Care School,2026-07,78.8,2.53,5247,1,0,0,0
STU-00108,Narathiwat,Tak Bai,Narathiwat Care School,2026-08,59.5,1.52,6337,1,0,0,0
STU-00109,Narathiwat,Sungai Kolok,Border Care School,2026-03,76.9,2.06,4345,1,0,1,0
STU-00109,Narathiwat,Sungai Kolok,Border Care School,2026-04,76.7,2.4,6772,1,0,1,1
STU-00109,Narathiwat,Sungai Kolok,Border Care School,2026-05,68.9,1.93,1735,1,0,1,0
STU-00109,Narathiwat,Sungai Kolok,Border Care School,2026-06,75.5,2.25,10241,1,0,1,1
STU-00109,Narathiwat,Sungai Kolok,Border Care School,2026-07,60.0,1.48,2820,1,0,1,0
STU-00109,Narathiwat,Sungai Kolok,Border Care School,2026-08,74.1,1.97,5899,1,0,1,1
STU-00110,Narathiwat,Sungai Kolok,Border Care School,2026-03,65.2,1.83,5219,0,0,0,0
STU-00110,Narathiwat,Sungai Kolok,Border Care School,2026-04,71.6,1.58,5486,0,0,0,0
STU-00110,Narathiwat,Sungai Kolok,Border Care School,2026-05,80.0,2.29,11992,0,0,0,1
STU-00110,Narathiwat,Sungai Kolok,Border Care School,2026-06,81.4,2.64,9009,0,0,0,1
STU-00110,Narathiwat,Sungai Kolok,Border Care School,2026-07,74.8,2.44,10800,0,0,0,1
STU-00110,Narathiwat,Sungai Kolok,Border Care School,2026-08,93.7,3.17,13600,0,0,1,1
